Protein_ID,median_Tm
A0A0G2JFJ6_Ints3,48.5215304217976
A0A0G2JFN1_Rprd2,49.007687941132204
A0A0G2JFQ4_Nbeal2,48.8949202799038
A0A0G2JFT8_Rufy3,46.855795945230355
A0A0G2JFY0_Spata5,56.1508673839626
A0A0G2JFZ4_Tsc22d2,49.7558756832383
A0A0G2JGD2_S100a4,55.22568114447935
A0A0G2JGF1_Il6ra,51.6672671910467
A0A0G2JGL8_Dhx30,48.311833010220056
A0A0G2JGP4_Nras,46.0638732274775
A0A0G2JGX4_Atp1a3,54.35051464570439
A0A0G2KY26_,52.3925006989256
A0A0H2UH13_Elp6,53.3058607100857
A0A0H2UKB8_Usp33,47.945444223223404
A0A0H2UKQ1_gatm,48.8700608371427
A0A0J9YIW4_zgc:101723,48.9645582416851
A0A0J9YTR2_0610012G03Rik,48.82807734475175
A0A0J9YTU1_Khk,51.15890529937565
A0A0J9YTU3_Specc1,52.9487311194565
A0A0J9YTY0_Sept11,54.2163280013995
A0A0J9YU61_Clock,48.3739838228445
A0A0J9YU83_Morc3,46.832160902454746
A0A0J9YU93_Ociad2,53.3804346720362
A0A0J9YUM4_Ctbp1,50.80413898220445
A0A0J9YUN2_Ube2a,51.91153235042745
A0A0J9YUT8_Rbm19,46.91997529329
A0A0J9YUZ4_Hmgb1,52.97277381013225
A0A0J9YV01_Zeb2,46.6415787308531
A0A0J9YV20_Sdad1,43.1839402380795
A0A0K2H409_GT50_00055,70.9378071070039
A0A0K2H416_GT50_00155,72.3307144302429
A0A0K2H440_GT50_00230,62.1772041720388
A0A0K2H450_GT50_00375,66.9691769345725
A0A0K2H482_GT50_00680,67.6878927128711
A0A0K2H4B3_GT50_00855,78.0432419055141
A0A0K2H4B6_cobB,67.2696812131967
A0A0K2H4C3_GT50_00905,73.1077860964971
A0A0K2H4F8_GT50_01030,72.8295706970246
A0A0K2H4H8_GT50_01150,72.9839103195114
A0A0K2H4L3_GT50_00795,68.3151595075716
A0A0K2H4P5_GT50_01635,75.5589775797356
A0A0K2H4P8_GT50_01655,66.5276163604462
A0A0K2H4Q8_GT50_01710,67.4673116504071
A0A0K2H4T3_GT50_01840,70.1223954504636
A0A0K2H4T8_GT50_01865,62.9392804248789
A0A0K2H4U2_GT50_01830,72.5511588252886
A0A0K2H4U6_GT50_01855,73.8276512905096
A0A0K2H4V9_miaB,69.2676109134101
A0A0K2H4W0_GT50_01940,70.862756919773
A0A0K2H4W1_GT50_02005,79.2763545794653
A0A0K2H4W4_mutS,61.6180768465661
A0A0K2H4W7_GT50_02035,64.4147948708315
A0A0K2H4W9_GT50_02055,60.9673952585389
A0A0K2H4X0_GT50_01480,72.5243563684397
A0A0K2H4X4_GT50_02080,65.2201741010523
A0A0K2H4Y0_GT50_01530,72.3508156617402
A0A0K2H4Y3_GT50_02070,71.6803069908413
A0A0K2H4Y7_asd,68.4376816382522
A0A0K2H4Y8_GT50_02095,73.8868842095128
A0A0K2H4Z0_GT50_02160,68.5861753292788
A0A0K2H4Z5_truB,73.4008264061581
A0A0K2H4Z6_rnj,71.7233736579863
A0A0K2H4Z9_GT50_01650,62.1841372290775
A0A0K2H502_nusA,74.9200027752454
A0A0K2H505_rpsO,74.1922856788169
A0A0K2H509_infB,70.3537473608437
A0A0K2H511_dxr,67.2180629372187
A0A0K2H513_GT50_01730,71.5655722976225
A0A0K2H514_polC,62.0745139707238
A0A0K2H519_cheB,63.4383185754458
A0A0K2H521_GT50_02250,75.9860944883753
A0A0K2H522_GT50_00295,84.387582456786
A0A0K2H523_GT50_01780,80.0274668205982
A0A0K2H524_nnrE,79.6264348497841
A0A0K2H533_GT50_02300,66.5002674889415
A0A0K2H535_GT50_02365,61.1312916230946
A0A0K2H537_GT50_01860,72.6538916533706
A0A0K2H545_GT50_02415,70.5233195233752
A0A0K2H551_codY,75.7548602987044
A0A0K2H554_topA,71.7668189327716
A0A0K2H563_trmD,75.0736210002417
A0A0K2H564_GT50_02000,68.7457655417523
A0A0K2H568_ffh,68.7085875345698
A0A0K2H569_GT50_02025,64.6596854387146
A0A0K2H570_sucC,71.6379173515725
A0A0K2H571_GT50_00690,70.7384508605975
A0A0K2H572_GT50_02550,70.424984727965
A0A0K2H574_GT50_02050,76.7792369913446
A0A0K2H576_GT50_02500,66.089890629365
A0A0K2H577_GT50_02580,63.5353838164105
A0A0K2H580_GT50_02075,72.7345442269115
A0A0K2H582_GT50_02605,67.1099837412195
A0A0K2H586_smc,65.8148197286461
A0A0K2H594_priA,67.334542395437
A0A0K2H597_GT50_02615,71.8536662910825
A0A0K2H598_GT50_02685,71.1817363090103
A0A0K2H599_GT50_02705,70.657093414559
A0A0K2H5A0_GT50_02180,65.214181329178
A0A0K2H5A1_GT50_00890,70.3155367915306
A0A0K2H5A2_rsgA,68.214775403669
A0A0K2H5A5_GT50_02205,72.7102063185894
A0A0K2H5A6_GT50_00915,60.9678136686351
A0A0K2H5A7_fmt,68.9239201255867
A0A0K2H5B1_proS,71.2111357809975
A0A0K2H5B2_gmk,73.5444904080803
A0A0K2H5B7_GT50_02725,71.2960406237948
A0A0K2H5C2_cysI,71.2353254536992
A0A0K2H5C3_GT50_02305,71.6227360346361
A0A0K2H5D0_mqo,66.3519479035589
A0A0K2H5D4_pyrE,69.5306855182731
A0A0K2H5D5_carB,68.4103256515224
A0A0K2H5D6_fliI,63.2302325370772
A0A0K2H5D8_carA,67.5260574374118
A0A0K2H5D9_pyrR,69.3008280939776
A0A0K2H5E0_GT50_02915,70.1980534942788
A0A0K2H5E3_GT50_02935,70.1087267962329
A0A0K2H5E7_pyrD,65.5456143745442
A0A0K2H5F1_ftsA,63.0077056234279
A0A0K2H5F5_GT50_01310,68.2897299143076
A0A0K2H5F7_rplS,67.9052925733378
A0A0K2H5F8_ileS,67.8467659320093
A0A0K2H5G3_rpsP,74.408230945176
A0A0K2H5G4_GT50_02950,74.4051602798361
A0A0K2H5G5_murE,75.6818971233384
A0A0K2H5G7_GT50_01410,69.5472990037241
A0A0K2H5G9_bshC,59.187873565959
A0A0K2H5H0_rnc,62.4253255094875
A0A0K2H5H2_rpmF,84.9939299359179
A0A0K2H5H5_fapR,82.6148094480382
A0A0K2H5H6_coaD,60.4614809096189
A0A0K2H5I0_GT50_02620,67.9949017592962
A0A0K2H5J1_GT50_03210,60.0644287178274
A0A0K2H5J7_GT50_03235,68.3857850351457
A0A0K2H5J8_GT50_02700,70.790480928222
A0A0K2H5K6_GT50_03280,70.690173855758
A0A0K2H5L1_GT50_03220,71.5415600929224
A0A0K2H5L4_glpK,67.9178435092109
A0A0K2H5L6_GT50_03340,78.3830438628632
A0A0K2H5L7_GT50_03345,75.7967855347236
A0A0K2H5L8_rnj,72.4405790601182
A0A0K2H5M1_GT50_03375,70.3893286371432
A0A0K2H5N5_GT50_03385,64.1256270078823
A0A0K2H5Q4_GT50_03490,69.8916042228137
A0A0K2H5Q6_GT50_02955,71.0746206300888
A0A0K2H5Q9_GT50_03515,63.3717312383413
A0A0K2H5R2_miaA,76.8440284486155
A0A0K2H5R9_GT50_03565,71.8000719917577
A0A0K2H5S2_GT50_03655,78.736658443487
A0A0K2H5S5_rsmH,67.5273152665058
A0A0K2H5S9_rny,64.4521407206668
A0A0K2H5T6_cinA,70.2016481889977
A0A0K2H5U1_fabG,64.0888333372728
A0A0K2H5U3_nfo,77.9633859106722
A0A0K2H5U7_ispG,65.8246436961139
A0A0K2H5U8_GT50_02090,58.8081747325057
A0A0K2H5U9_dnaG,66.7386139310387
A0A0K2H5V1_GT50_03815,60.940425444195
A0A0K2H5V8_GT50_03870,73.4376587748055
A0A0K2H5W4_pnp,75.2099675384986
A0A0K2H5W8_GT50_03310,63.5748364127103
A0A0K2H5X0_dnaJ,68.0806819422138
A0A0K2H5X4_lepA,66.6210156479128
A0A0K2H5Y3_dapH,71.8966687928021
A0A0K2H5Y7_rpsB,67.8958862084096
A0A0K2H5Z1_aroE,70.9200380340717
A0A0K2H5Z3_psd,61.8142723098777
A0A0K2H5Z5_GT50_03470,66.100730155284
A0A0K2H600_GT50_03495,70.6958073491929
A0A0K2H602_GT50_04125,73.2757216312705
A0A0K2H606_mtnN,73.0209438007809
A0A0K2H612_GT50_04180,66.568387390178
A0A0K2H619_GT50_03595,71.1775514406794
A0A0K2H622_alaS,67.5057814346281
A0A0K2H626_hslU,65.3283136788342
A0A0K2H628_GT50_04245,71.1481873359
A0A0K2H634_GT50_02470,71.8552431362128
A0A0K2H638_aspS,67.1731879263419
A0A0K2H640_secD,63.5544351612473
A0A0K2H642_GT50_04255,72.3605349421906
A0A0K2H643_GT50_04325,63.9289960121915
A0A0K2H646_tgt,70.1239112218986
A0A0K2H648_GT50_04350,74.1677670702205
A0A0K2H650_queA,75.4561352955796
A0A0K2H651_GT50_04305,79.8281623156672
A0A0K2H653_sigA,73.5161202590172
A0A0K2H655_GT50_04335,69.6917318791324
A0A0K2H657_ftsY,74.2979899142128
A0A0K2H658_era,69.0170472926784
A0A0K2H660_GT50_04445,73.5541337194703
A0A0K2H662_GT50_03865,66.2109148945608
A0A0K2H663_GT50_02585,70.1562647576609
A0A0K2H666_ruvB,59.6246775035345
A0A0K2H671_prmA,72.071516689176
A0A0K2H673_GT50_04500,73.9522334920966
A0A0K2H675_GT50_04525,66.9890508392639
A0A0K2H676_nadE,65.8765216782511
A0A0K2H677_GT50_04530,62.3473793128367
A0A0K2H682_GT50_04555,67.4589829928972
A0A0K2H684_GT50_04460,68.6869332621582
A0A0K2H692_GT50_04605,74.9681186122821
A0A0K2H695_GT50_04625,69.9724544995218
A0A0K2H697_GT50_04630,73.3253736243625
A0A0K2H698_GT50_04075,76.3157042302135
A0A0K2H699_maf,62.6536929111233
A0A0K2H6A2_hemL,71.9848394597309
A0A0K2H6A3_GT50_04120,73.6466297282074
A0A0K2H6A9_GT50_04590,63.5802724634833
A0A0K2H6B0_lon,66.1864527502706
A0A0K2H6C1_GT50_04670,72.7059667422175
A0A0K2H6C7_murI,66.761764703135
A0A0K2H6C8_pyrF,72.8713641105682
A0A0K2H6D0_pyrC,78.0383277519761
A0A0K2H6D1_GT50_04835,69.1840750909853
A0A0K2H6E7_GT50_04795,76.4759576619672
A0A0K2H6E8_ruvA,76.6497699686306
A0A0K2H6F0_GT50_04945,70.4131935908498
A0A0K2H6F2_murD,72.303095192858
A0A0K2H6F4_sdhB,69.8196936527413
A0A0K2H6G3_obg,71.8621010858102
A0A0K2H6G6_GT50_05020,72.5408588389548
A0A0K2H6G7_GT50_05000,69.8285375537514
A0A0K2H6G8_rplU,72.1901788054256
A0A0K2H6H0_GT50_03130,71.4007794150562
A0A0K2H6H1_GT50_05045,79.0928695258162
A0A0K2H6H6_infC,76.7638240743009
A0A0K2H6H7_rnhC,66.144799195188
A0A0K2H6I5_thrS,71.7333286062417
A0A0K2H6I6_coaE,70.9652255950569
A0A0K2H6I9_pheS,71.4354278969658
A0A0K2H6J0_nrdR,74.4446082857135
A0A0K2H6J1_GT50_04620,81.5306870912291
A0A0K2H6J8_GT50_05180,73.1719266760249
A0A0K2H6J9_rplT,72.6975264709027
A0A0K2H6K2_mdh,72.3395820343327
A0A0K2H6K6_engB,70.3554209517014
A0A0K2H6K7_GT50_05185,71.6580533805415
A0A0K2H6L2_fabG,65.9282174853761
A0A0K2H6L3_dnaE,64.0213381782299
A0A0K2H6L6_ilvC,78.9555901040262
A0A0K2H6L9_GT50_05235,67.1329965650388
A0A0K2H6M0_GT50_05170,76.9885728116758
A0A0K2H6M2_GT50_04775,74.8972266337351
A0A0K2H6M4_GT50_05265,76.3876790785929
A0A0K2H6M5_GT50_03485,78.9417899045616
A0A0K2H6M6_accA,61.8055648159211
A0A0K2H6N0_GT50_03510,67.005859566787
A0A0K2H6N2_sdhA,70.4046462521029
A0A0K2H6N6_GT50_05245,71.675458910197
A0A0K2H6P1_GT50_04880,67.556292280318
A0A0K2H6P2_argG,60.9608716691611
A0A0K2H6Q0_mutS2,64.4330879457309
A0A0K2H6Q4_GT50_03635,65.1800750584512
A0A0K2H6Q6_ackA,66.0049347328641
A0A0K2H6Q8_ezrA,66.0051078109386
A0A0K2H6R6_GT50_05480,67.7718798092945
A0A0K2H6S1_rpmI,74.0242935728746
A0A0K2H6S3_cshB,68.2510466853817
A0A0K2H6S7_thiI,71.8782631115009
A0A0K2H6S9_GT50_03820,66.6170906103104
A0A0K2H6T0_rpsD,71.5084267973711
A0A0K2H6T3_GT50_05145,67.4933550861958
A0A0K2H6U0_tyrS,67.4516119295114
A0A0K2H6U1_accD,61.7233149967831
A0A0K2H6U5_GT50_05225,68.5962369987214
A0A0K2H6U9_GT50_05250,82.4852773630936
A0A0K2H6V0_GT50_05615,69.14027040159
A0A0K2H6V2_GT50_05540,71.2363970170128
A0A0K2H6V5_trmB,69.2381595939179
A0A0K2H6W1_leuS,71.6260353745287
A0A0K2H6W2_murC,73.1337479269126
A0A0K2H6W3_GT50_04040,68.5956470746412
A0A0K2H6W4_GT50_05700,70.7527416683027
A0A0K2H6W7_GT50_05630,66.2164860628801
A0A0K2H6W9_GT50_04065,70.5932339313548
A0A0K2H6X7_GT50_05685,72.4080618197545
A0A0K2H6Y0_GT50_04135,72.4506363659464
A0A0K2H6Y8_tpx,82.6320186335483
A0A0K2H6Z3_menD,75.6054668821832
A0A0K2H6Z4_ppnK,69.2596834610359
A0A0K2H6Z6_metK,67.8753765052287
A0A0K2H6Z9_mnmA,71.7434293663139
A0A0K2H700_GT50_05495,75.9555399484454
A0A0K2H708_hisS,64.2107312094638
A0A0K2H712_apt,69.8016317746399
A0A0K2H717_menB,70.0597401136081
A0A0K2H723_GT50_06255,74.3593863869464
A0A0K2H734_GT50_05580,76.9052330052621
A0A0K2H740_rpmA,76.0422982286678
A0A0K2H741_GT50_06285,64.0474985796747
A0A0K2H749_GT50_06415,84.6507588926842
A0A0K2H755_GT50_04560,63.1987513485063
A0A0K2H756_GT50_05715,71.2194781160423
A0A0K2H758_GT50_06270,74.2096638309841
A0A0K2H765_GT50_04610,64.7702632224338
A0A0K2H766_GT50_05775,76.9031667930253
A0A0K2H770_valS,73.6499960033039
A0A0K2H771_pckA,70.9891029134462
A0A0K2H773_GT50_06365,69.6049296844312
A0A0K2H775_GT50_04665,72.4474728243948
A0A0K2H776_GT50_05840,70.3304309834344
A0A0K2H783_dapF,63.5589114725657
A0A0K2H785_GT50_05895,70.7808143873054
A0A0K2H788_clpX,68.2405737779024
A0A0K2H791_GT50_06570,82.3657600157226
A0A0K2H792_GT50_06480,63.7415089895082
A0A0K2H797_GT50_06505,70.3031824002184
A0A0K2H799_GT50_06665,69.0720498598231
A0A0K2H7A3_metN,57.3828022764656
A0A0K2H7A5_rph,78.2475747949306
A0A0K2H7A6_GT50_06645,69.4279541908523
A0A0K2H7B3_GT50_06750,61.7840858232025
A0A0K2H7B6_uvrC,67.9300947917699
A0A0K2H7C3_GT50_06220,66.9877025764659
A0A0K2H7C6_GT50_06655,71.6411236129926
A0A0K2H7C7_pgi,79.4428139032092
A0A0K2H7C8_GT50_04900,67.145021273091
A0A0K2H7D2_GT50_06275,75.3635816160945
A0A0K2H7D8_zapA,70.2921223433699
A0A0K2H7E9_pheT,70.7636083272291
A0A0K2H7F1_GT50_06410,64.3775544742028
A0A0K2H7F2_smpB,68.0724052913007
A0A0K2H7F7_GT50_06990,73.932740418983
A0A0K2H7F9_rnr,71.4940610392281
A0A0K2H7G5_GT50_06485,69.003792719519
A0A0K2H7G7_GT50_07050,76.8831515750915
A0A0K2H7H1_clpP,72.0355540646107
A0A0K2H7H2_GT50_05110,64.6796762987417
A0A0K2H7H4_lipA,79.3203926740701
A0A0K2H7H5_GT50_07055,72.554335922278
A0A0K2H7H6_GT50_07120,71.5537955720461
A0A0K2H7H7_GT50_05135,66.8997377809737
A0A0K2H7I3_GT50_05165,66.8438546092259
A0A0K2H7I5_GT50_07125,66.7790660559304
A0A0K2H7J0_pfkA,76.1886535359935
A0A0K2H7J6_uvrA,68.5951946224487
A0A0K2H7J7_GT50_06660,71.118650681535
A0A0K2H7K0_whiA,70.9453134729854
A0A0K2H7K4_uvrB,70.8778613579341
A0A0K2H7K5_argH,67.4105611492953
A0A0K2H7K9_GT50_07270,61.6705297456528
A0A0K2H7L7_GT50_05330,64.8615808864075
A0A0K2H7L9_GT50_07335,64.5176584288171
A0A0K2H7M1_GT50_06805,74.4071388239566
A0A0K2H7M8_GT50_07280,73.629074030271
A0A0K2H7N8_GT50_05435,58.3930066541665
A0A0K2H7P3_secA,63.4439596974236
A0A0K2H7P5_GT50_05460,81.3243847259511
A0A0K2H7Q5_GT50_05510,83.8477625529
A0A0K2H7R0_pgk,70.1688220793585
A0A0K2H7R6_GT50_07600,82.0134466821359
A0A0K2H7R8_GT50_07115,63.8726451697659
A0A0K2H7S0_GT50_07625,75.4577914244031
A0A0K2H7S4_GT50_07650,66.0347990835548
A0A0K2H7S5_hisD,73.831880358635
A0A0K2H7T0_ppaX,74.8650407737748
A0A0K2H7T4_GT50_07730,68.6310708624399
A0A0K2H7U4_GT50_07785,61.9631917953545
A0A0K2H7U6_GT50_07685,66.3165773871119
A0A0K2H7U8_GT50_07790,74.5731122625906
A0A0K2H7V2_secA,68.2456102803324
A0A0K2H7W6_GT50_07400,68.9539518540848
A0A0K2H7X9_GT50_05855,65.3629089741522
A0A0K2H7Y2_GT50_07890,64.6418652460184
A0A0K2H7Z2_menE,74.6516881469836
A0A0K2H7Z4_GT50_08030,74.1552963270377
A0A0K2H805_GT50_07615,70.7584104208753
A0A0K2H812_GT50_08175,75.1838230231944
A0A0K2H816_GT50_07665,71.7845801492447
A0A0K2H820_GT50_07690,71.8825641012908
A0A0K2H821_GT50_08215,79.4972305351858
A0A0K2H822_GT50_08235,62.8464060699196
A0A0K2H825_GT50_08240,75.0867859906754
A0A0K2H826_GT50_07725,76.8243012839935
A0A0K2H851_GT50_08400,66.0511788120361
A0A0K2H889_atpG,57.5455695284893
A0A0K2H890_atpA,63.8335646887945
A0A0K2H891_GT50_08120,70.0432952457941
A0A0K2H897_GT50_08165,64.7439458487176
A0A0K2H8A5_GT50_08610,74.6294927562663
A0A0K2H8A7_upp,71.2615566912532
A0A0K2H8B0_tdk,72.6308368122596
A0A0K2H8B3_murA,64.8349328360103
A0A0K2H8B8_GT50_08685,75.5563676539459
A0A0K2H8B9_pyrG,70.0708018635146
A0A0K2H8C2_rho,64.5090601488822
A0A0K2H8C7_GT50_08670,73.713769547632
A0A0K2H8C9_argS,71.7074515086374
A0A0K2H8D1_GT50_06975,71.9370337603068
A0A0K2H8E1_eutD,68.1186587190822
A0A0K2H8E3_lipL,70.3642253351611
A0A0K2H8F0_GT50_08810,78.5732480791111
A0A0K2H8F1_GT50_08880,75.9320040828554
A0A0K2H8F2_GT50_08875,69.2826936317776
A0A0K2H8G0_glyQS,66.9458373752393
A0A0K2H8G2_hisH,69.6936868723406
A0A0K2H8G3_azoR,66.7950896707546
A0A0K2H8G5_GT50_08990,64.670459019693
A0A0K2H8G9_GT50_09010,77.4452607890139
A0A0K2H8H0_hprK,64.9733699702569
A0A0K2H8I2_GT50_09105,71.0337574902745
A0A0K2H8I6_GT50_09140,62.5695641341657
A0A0K2H8I7_GT50_09135,67.2876780593785
A0A0K2H8I8_atpD,65.0263869997973
A0A0K2H8J7_glyA,69.2286207238811
A0A0K2H8K0_GT50_09150,71.7383601522503
A0A0K2H8K6_mnmG,75.3421349469626
A0A0K2H8L2_glpX,73.4570938462092
A0A0K2H8M4_dnaA,77.3619835249546
A0A0K2H8M7_gyrA,70.5491432738297
A0A0K2H8M8_serS,70.0538818806137
A0A0K2H8N2_pdxS,75.1939082188494
A0A0K2H8P3_GT50_08845,81.4377122650656
A0A0K2H8P4_GT50_09495,69.052186538578
A0A0K2H8P6_GT50_07605,71.7660021722107
A0A0K2H8Q0_rnmV,70.9514470205349
A0A0K2H8Q6_ipk,67.8944188671874
A0A0K2H8Q7_metG,67.3980366802193
A0A0K2H8Q8_GT50_07655,66.4792013204607
A0A0K2H8R2_prs,70.9760119818271
A0A0K2H8R3_glmU,75.8660067955295
A0A0K2H8R4_GT50_07680,76.4152324456799
A0A0K2H8R5_GT50_09005,69.8515823783268
A0A0K2H8R8_mfd,64.823156547084
A0A0K2H8S1_pth,64.7413870941841
A0A0K2H8S4_GT50_09055,75.7429946371715
A0A0K2H8S5_GT50_09645,68.8838339393761
A0A0K2H8S8_GT50_09100,78.164508094842
A0A0K2H8T0_GT50_09670,81.1216364939638
A0A0K2H8T2_hslO,78.2988775688749
A0A0K2H8T4_coaX,78.5961287106634
A0A0K2H8T5_GT50_09705,68.4749424749058
A0A0K2H8T8_purA,63.2978842750491
A0A0K2H8U2_lysS,70.6414444115705
A0A0K2H8U3_rpsR,67.0743887153755
A0A0K2H8U6_GT50_09880,74.5382520357516
A0A0K2H8U9_mcsB,77.2915554101182
A0A0K2H8V1_GT50_09905,71.7377046102154
A0A0K2H8V2_noc,67.9036555270237
A0A0K2H8V7_GT50_09275,65.3947423990148
A0A0K2H8V9_GT50_09925,71.4675243586125
A0A0K2H8W0_cysS,72.8541657976633
A0A0K2H8W1_rplK,77.726293405194
A0A0K2H8W2_GT50_09305,66.5644120367873
A0A0K2H8W3_GT50_07935,77.4856207838615
A0A0K2H8W5_nusG,75.5271095043136
A0A0K2H8W6_rpoB,67.7015916787307
A0A0K2H8W8_GT50_09975,75.2594699667982
A0A0K2H8W9_rplJ,67.1708244069232
A0A0K2H8X0_fusA,76.3007800610775
A0A0K2H8X2_pdxT,72.9857271801391
A0A0K2H8X4_rpsG,68.2919144861791
A0A0K2H8X6_rplD,71.2721845991394
A0A0K2H8X9_rpsC,62.9749555869188
A0A0K2H8Y0_rplC,73.5401663700937
A0A0K2H8Y3_rplB,68.0402110107747
A0A0K2H8Y6_rplV,68.1040058655223
A0A0K2H8Y7_GT50_09490,60.45418840204
A0A0K2H8Z0_rplR,74.8431299995801
A0A0K2H8Z2_rplN,67.3013886555744
A0A0K2H8Z3_rpsN,76.3068871955017
A0A0K2H8Z7_rplF,72.7217194306743
A0A0K2H8Z8_rpmD,68.037873164885
A0A0K2H8Z9_GT50_08150,63.446344049257
A0A0K2H900_rpsK,70.9367377159511
A0A0K2H907_rpsM,70.1045719548507
A0A0K2H908_rplQ,71.2757731316932
